order	case	block	snapshot	root	frame	fixture	seed	arm	capMs
210	op-t3-conduit-balanced-volcanic-boss-s101009	D3	t3-tundra-arrival	conduit	balanced	node-t3-volcanic-dungeon	101009	primary	300000
211	op-t1-slinger-swamp-t1-developed-s101009	A	t1-developed	slinger	balanced	node-t1-swamp-03	101009	primary	1200000
212	op-t2-conduit-heavy-jungle-t2-jungle-established-s101009	B	t2-jungle-established	conduit	heavy	node-t2-jungle-01	101009	primary	1200000
213	op-t3-squire-balanced-swamp-t3-developed-s101009	C	t3-developed	squire	balanced	node-t3-swamp-03	101009	primary	1200000
214	op-t2-conduit-heavy-plains-boss-s101009	D2	t2-desert-established	conduit	heavy	node-t2-plains-dungeon	101009	primary	300000
215	op-t3-conduit-heavy-mountain-boss-s101009	D3	t3-tundra-arrival	conduit	heavy	node-t3-mountain-dungeon	101009	primary	300000
216	op-t1-slinger-mountain-t1-developed-s101009	A	t1-developed	slinger	balanced	node-t1-mountain-04	101009	primary	1200000
217	op-t1-slinger-mountain-t1-developed-s101009-flash	A-W	t1-developed	slinger	balanced	node-t1-mountain-04	101009	flash-rapier	1200000
218	op-t2-conduit-heavy-desert-t2-desert-established-s101009	B	t2-desert-established	conduit	heavy	node-t2-desert-01	101009	primary	1200000
219	op-t3-squire-balanced-mountain-t3-developed-s101009	C	t3-developed	squire	balanced	node-t3-mountain-04	101009	primary	1200000
220	op-t2-conduit-heavy-swamp-boss-s101009	D2	t2-desert-established	conduit	heavy	node-t2-swamp-dungeon	101009	primary	300000
221	op-t3-conduit-heavy-volcanic-boss-s101009	D3	t3-tundra-arrival	conduit	heavy	node-t3-volcanic-dungeon	101009	primary	300000
222	op-t1-slinger-cave-t1-developed-s101009	A	t1-developed	slinger	balanced	node-t1-cave-02	101009	primary	1200000
223	op-t2-spirit-light-jungle-t2-jungle-established-s101009	B	t2-jungle-established	spirit	light	node-t2-jungle-01	101009	primary	1200000
224	op-t3-squire-balanced-cave-t3-developed-s101009	C	t3-developed	squire	balanced	node-t3-cave-02	101009	primary	1200000
225	op-t2-spirit-light-plains-boss-s101009	D2	t2-desert-established	spirit	light	node-t2-plains-dungeon	101009	primary	300000
226	op-t3-spirit-light-mountain-boss-s101009	D3	t3-tundra-arrival	spirit	light	node-t3-mountain-dungeon	101009	primary	300000
227	op-t1-slinger-plains-t1-complete-s101009	A	t1-complete	slinger	balanced	node-t1-plains-03	101009	primary	1200000
228	op-t2-spirit-light-desert-t2-desert-established-s101009	B	t2-desert-established	spirit	light	node-t2-desert-01	101009	primary	1200000
229	op-t3-squire-balanced-jungle-t3-developed-s101009	C	t3-developed	squire	balanced	node-t3-jungle-01	101009	primary	1200000
230	op-t2-spirit-light-swamp-boss-s101009	D2	t2-desert-established	spirit	light	node-t2-swamp-dungeon	101009	primary	300000
231	op-t3-spirit-light-volcanic-boss-s101009	D3	t3-tundra-arrival	spirit	light	node-t3-volcanic-dungeon	101009	primary	300000
232	op-t1-slinger-forest-t1-complete-s101009	A	t1-complete	slinger	balanced	node-t1-forest-03	101009	primary	1200000
233	op-t2-spirit-balanced-jungle-t2-jungle-established-s101009	B	t2-jungle-established	spirit	balanced	node-t2-jungle-01	101009	primary	1200000
234	op-t3-squire-balanced-desert-t3-developed-s101009	C	t3-developed	squire	balanced	node-t3-desert-01	101009	primary	1200000
235	op-t2-spirit-balanced-plains-boss-s101009	D2	t2-desert-established	spirit	balanced	node-t2-plains-dungeon	101009	primary	300000
236	op-t3-spirit-balanced-mountain-boss-s101009	D3	t3-tundra-arrival	spirit	balanced	node-t3-mountain-dungeon	101009	primary	300000
237	op-t1-slinger-swamp-t1-complete-s101009	A	t1-complete	slinger	balanced	node-t1-swamp-03	101009	primary	1200000
238	op-t2-spirit-balanced-desert-t2-desert-established-s101009	B	t2-desert-established	spirit	balanced	node-t2-desert-01	101009	primary	1200000
239	op-t3-squire-balanced-volcanic-t3-developed-s101009	C	t3-developed	squire	balanced	node-t3-volcanic-01	101009	primary	1200000
240	op-t2-spirit-balanced-swamp-boss-s101009	D2	t2-desert-established	spirit	balanced	node-t2-swamp-dungeon	101009	primary	300000
241	op-t3-spirit-balanced-volcanic-boss-s101009	D3	t3-tundra-arrival	spirit	balanced	node-t3-volcanic-dungeon	101009	primary	300000
242	op-t1-slinger-mountain-t1-complete-s101009	A	t1-complete	slinger	balanced	node-t1-mountain-04	101009	primary	1200000
243	op-t2-spirit-heavy-jungle-t2-jungle-established-s101009	B	t2-jungle-established	spirit	heavy	node-t2-jungle-01	101009	primary	1200000
244	op-t3-squire-balanced-tundra-t3-tundra-arrival-s101009	C	t3-tundra-arrival	squire	balanced	node-t3-tundra-01	101009	primary	1200000
245	op-t2-spirit-heavy-plains-boss-s101009	D2	t2-desert-established	spirit	heavy	node-t2-plains-dungeon	101009	primary	300000
246	op-t3-spirit-heavy-mountain-boss-s101009	D3	t3-tundra-arrival	spirit	heavy	node-t3-mountain-dungeon	101009	primary	300000
247	op-t1-slinger-cave-t1-complete-s101009	A	t1-complete	slinger	balanced	node-t1-cave-02	101009	primary	1200000
248	op-t2-spirit-heavy-desert-t2-desert-established-s101009	B	t2-desert-established	spirit	heavy	node-t2-desert-01	101009	primary	1200000
249	op-t3-squire-heavy-swamp-t3-developed-s101009	C	t3-developed	squire	heavy	node-t3-swamp-03	101009	primary	1200000
250	op-t2-spirit-heavy-swamp-boss-s101009	D2	t2-desert-established	spirit	heavy	node-t2-swamp-dungeon	101009	primary	300000
251	op-t3-spirit-heavy-volcanic-boss-s101009	D3	t3-tundra-arrival	spirit	heavy	node-t3-volcanic-dungeon	101009	primary	300000
252	op-t1-conduit-forest-t1-developed-s101009	A	t1-developed	conduit	balanced	node-t1-forest-03	101009	primary	1200000
253	op-t3-squire-heavy-mountain-t3-developed-s101009	C	t3-developed	squire	heavy	node-t3-mountain-04	101009	primary	1200000
254	op-t1-conduit-swamp-t1-developed-s101009	A	t1-developed	conduit	balanced	node-t1-swamp-03	101009	primary	1200000
255	op-t3-squire-heavy-cave-t3-developed-s101009	C	t3-developed	squire	heavy	node-t3-cave-02	101009	primary	1200000
256	op-t1-conduit-mountain-t1-developed-s101009	A	t1-developed	conduit	balanced	node-t1-mountain-04	101009	primary	1200000
257	op-t3-squire-heavy-jungle-t3-developed-s101009	C	t3-developed	squire	heavy	node-t3-jungle-01	101009	primary	1200000
258	op-t1-conduit-cave-t1-developed-s101009	A	t1-developed	conduit	balanced	node-t1-cave-02	101009	primary	1200000
259	op-t3-squire-heavy-desert-t3-developed-s101009	C	t3-developed	squire	heavy	node-t3-desert-01	101009	primary	1200000
260	op-t1-conduit-plains-t1-complete-s101009	A	t1-complete	conduit	balanced	node-t1-plains-03	101009	primary	1200000
261	op-t3-squire-heavy-volcanic-t3-developed-s101009	C	t3-developed	squire	heavy	node-t3-volcanic-01	101009	primary	1200000
262	op-t1-conduit-forest-t1-complete-s101009	A	t1-complete	conduit	balanced	node-t1-forest-03	101009	primary	1200000
263	op-t3-squire-heavy-tundra-t3-tundra-arrival-s101009	C	t3-tundra-arrival	squire	heavy	node-t3-tundra-01	101009	primary	1200000
264	op-t1-conduit-swamp-t1-complete-s101009	A	t1-complete	conduit	balanced	node-t1-swamp-03	101009	primary	1200000
265	op-t3-apprentice-light-swamp-t3-developed-s101009	C	t3-developed	apprentice	light	node-t3-swamp-03	101009	primary	1200000
266	op-t1-conduit-mountain-t1-complete-s101009	A	t1-complete	conduit	balanced	node-t1-mountain-04	101009	primary	1200000
267	op-t3-apprentice-light-mountain-t3-developed-s101009	C	t3-developed	apprentice	light	node-t3-mountain-04	101009	primary	1200000
268	op-t1-conduit-cave-t1-complete-s101009	A	t1-complete	conduit	balanced	node-t1-cave-02	101009	primary	1200000
269	op-t3-apprentice-light-cave-t3-developed-s101009	C	t3-developed	apprentice	light	node-t3-cave-02	101009	primary	1200000
270	op-t1-spirit-forest-t1-developed-s101009	A	t1-developed	spirit	balanced	node-t1-forest-03	101009	primary	1200000
271	op-t3-apprentice-light-jungle-t3-developed-s101009	C	t3-developed	apprentice	light	node-t3-jungle-01	101009	primary	1200000
272	op-t1-spirit-swamp-t1-developed-s101009	A	t1-developed	spirit	balanced	node-t1-swamp-03	101009	primary	1200000
273	op-t3-apprentice-light-desert-t3-developed-s101009	C	t3-developed	apprentice	light	node-t3-desert-01	101009	primary	1200000
274	op-t1-spirit-mountain-t1-developed-s101009	A	t1-developed	spirit	balanced	node-t1-mountain-04	101009	primary	1200000
275	op-t1-spirit-mountain-t1-developed-s101009-flash	A-W	t1-developed	spirit	balanced	node-t1-mountain-04	101009	flash-rapier	1200000
276	op-t3-apprentice-light-volcanic-t3-developed-s101009	C	t3-developed	apprentice	light	node-t3-volcanic-01	101009	primary	1200000
277	op-t1-spirit-cave-t1-developed-s101009	A	t1-developed	spirit	balanced	node-t1-cave-02	101009	primary	1200000
278	op-t3-apprentice-light-tundra-t3-tundra-arrival-s101009	C	t3-tundra-arrival	apprentice	light	node-t3-tundra-01	101009	primary	1200000
279	op-t1-spirit-plains-t1-complete-s101009	A	t1-complete	spirit	balanced	node-t1-plains-03	101009	primary	1200000
280	op-t3-apprentice-balanced-swamp-t3-developed-s101009	C	t3-developed	apprentice	balanced	node-t3-swamp-03	101009	primary	1200000
281	op-t1-spirit-forest-t1-complete-s101009	A	t1-complete	spirit	balanced	node-t1-forest-03	101009	primary	1200000
282	op-t3-apprentice-balanced-mountain-t3-developed-s101009	C	t3-developed	apprentice	balanced	node-t3-mountain-04	101009	primary	1200000
283	op-t1-spirit-swamp-t1-complete-s101009	A	t1-complete	spirit	balanced	node-t1-swamp-03	101009	primary	1200000
284	op-t3-apprentice-balanced-cave-t3-developed-s101009	C	t3-developed	apprentice	balanced	node-t3-cave-02	101009	primary	1200000
285	op-t1-spirit-mountain-t1-complete-s101009	A	t1-complete	spirit	balanced	node-t1-mountain-04	101009	primary	1200000
286	op-t3-apprentice-balanced-jungle-t3-developed-s101009	C	t3-developed	apprentice	balanced	node-t3-jungle-01	101009	primary	1200000
287	op-t1-spirit-cave-t1-complete-s101009	A	t1-complete	spirit	balanced	node-t1-cave-02	101009	primary	1200000
288	op-t3-apprentice-balanced-desert-t3-developed-s101009	C	t3-developed	apprentice	balanced	node-t3-desert-01	101009	primary	1200000
289	op-t3-apprentice-balanced-volcanic-t3-developed-s101009	C	t3-developed	apprentice	balanced	node-t3-volcanic-01	101009	primary	1200000
290	op-t3-apprentice-balanced-tundra-t3-tundra-arrival-s101009	C	t3-tundra-arrival	apprentice	balanced	node-t3-tundra-01	101009	primary	1200000
291	op-t3-apprentice-heavy-swamp-t3-developed-s101009	C	t3-developed	apprentice	heavy	node-t3-swamp-03	101009	primary	1200000
292	op-t3-apprentice-heavy-mountain-t3-developed-s101009	C	t3-developed	apprentice	heavy	node-t3-mountain-04	101009	primary	1200000
293	op-t3-apprentice-heavy-cave-t3-developed-s101009	C	t3-developed	apprentice	heavy	node-t3-cave-02	101009	primary	1200000
294	op-t3-apprentice-heavy-jungle-t3-developed-s101009	C	t3-developed	apprentice	heavy	node-t3-jungle-01	101009	primary	1200000
295	op-t3-apprentice-heavy-desert-t3-developed-s101009	C	t3-developed	apprentice	heavy	node-t3-desert-01	101009	primary	1200000
296	op-t3-apprentice-heavy-volcanic-t3-developed-s101009	C	t3-developed	apprentice	heavy	node-t3-volcanic-01	101009	primary	1200000
297	op-t3-apprentice-heavy-tundra-t3-tundra-arrival-s101009	C	t3-tundra-arrival	apprentice	heavy	node-t3-tundra-01	101009	primary	1200000
298	op-t3-slinger-light-swamp-t3-developed-s101009	C	t3-developed	slinger	light	node-t3-swamp-03	101009	primary	1200000
299	op-t3-slinger-light-mountain-t3-developed-s101009	C	t3-developed	slinger	light	node-t3-mountain-04	101009	primary	1200000
300	op-t3-slinger-light-cave-t3-developed-s101009	C	t3-developed	slinger	light	node-t3-cave-02	101009	primary	1200000
301	op-t3-slinger-light-jungle-t3-developed-s101009	C	t3-developed	slinger	light	node-t3-jungle-01	101009	primary	1200000
302	op-t3-slinger-light-desert-t3-developed-s101009	C	t3-developed	slinger	light	node-t3-desert-01	101009	primary	1200000
303	op-t3-slinger-light-volcanic-t3-developed-s101009	C	t3-developed	slinger	light	node-t3-volcanic-01	101009	primary	1200000
304	op-t3-slinger-light-tundra-t3-tundra-arrival-s101009	C	t3-tundra-arrival	slinger	light	node-t3-tundra-01	101009	primary	1200000
305	op-t3-slinger-balanced-swamp-t3-developed-s101009	C	t3-developed	slinger	balanced	node-t3-swamp-03	101009	primary	1200000
306	op-t3-slinger-balanced-mountain-t3-developed-s101009	C	t3-developed	slinger	balanced	node-t3-mountain-04	101009	primary	1200000
307	op-t3-slinger-balanced-cave-t3-developed-s101009	C	t3-developed	slinger	balanced	node-t3-cave-02	101009	primary	1200000
308	op-t3-slinger-balanced-jungle-t3-developed-s101009	C	t3-developed	slinger	balanced	node-t3-jungle-01	101009	primary	1200000
309	op-t3-slinger-balanced-desert-t3-developed-s101009	C	t3-developed	slinger	balanced	node-t3-desert-01	101009	primary	1200000
310	op-t3-slinger-balanced-volcanic-t3-developed-s101009	C	t3-developed	slinger	balanced	node-t3-volcanic-01	101009	primary	1200000
311	op-t3-slinger-balanced-tundra-t3-tundra-arrival-s101009	C	t3-tundra-arrival	slinger	balanced	node-t3-tundra-01	101009	primary	1200000
312	op-t3-slinger-heavy-swamp-t3-developed-s101009	C	t3-developed	slinger	heavy	node-t3-swamp-03	101009	primary	1200000
313	op-t3-slinger-heavy-mountain-t3-developed-s101009	C	t3-developed	slinger	heavy	node-t3-mountain-04	101009	primary	1200000
314	op-t3-slinger-heavy-cave-t3-developed-s101009	C	t3-developed	slinger	heavy	node-t3-cave-02	101009	primary	1200000
315	op-t3-slinger-heavy-jungle-t3-developed-s101009	C	t3-developed	slinger	heavy	node-t3-jungle-01	101009	primary	1200000
316	op-t3-slinger-heavy-desert-t3-developed-s101009	C	t3-developed	slinger	heavy	node-t3-desert-01	101009	primary	1200000
317	op-t3-slinger-heavy-volcanic-t3-developed-s101009	C	t3-developed	slinger	heavy	node-t3-volcanic-01	101009	primary	1200000
318	op-t3-slinger-heavy-tundra-t3-tundra-arrival-s101009	C	t3-tundra-arrival	slinger	heavy	node-t3-tundra-01	101009	primary	1200000
319	op-t3-conduit-light-swamp-t3-developed-s101009	C	t3-developed	conduit	light	node-t3-swamp-03	101009	primary	1200000
320	op-t3-conduit-light-mountain-t3-developed-s101009	C	t3-developed	conduit	light	node-t3-mountain-04	101009	primary	1200000
321	op-t3-conduit-light-cave-t3-developed-s101009	C	t3-developed	conduit	light	node-t3-cave-02	101009	primary	1200000
322	op-t3-conduit-light-jungle-t3-developed-s101009	C	t3-developed	conduit	light	node-t3-jungle-01	101009	primary	1200000
323	op-t3-conduit-light-desert-t3-developed-s101009	C	t3-developed	conduit	light	node-t3-desert-01	101009	primary	1200000
324	op-t3-conduit-light-volcanic-t3-developed-s101009	C	t3-developed	conduit	light	node-t3-volcanic-01	101009	primary	1200000
325	op-t3-conduit-light-tundra-t3-tundra-arrival-s101009	C	t3-tundra-arrival	conduit	light	node-t3-tundra-01	101009	primary	1200000
326	op-t3-conduit-balanced-swamp-t3-developed-s101009	C	t3-developed	conduit	balanced	node-t3-swamp-03	101009	primary	1200000
327	op-t3-conduit-balanced-mountain-t3-developed-s101009	C	t3-developed	conduit	balanced	node-t3-mountain-04	101009	primary	1200000
328	op-t3-conduit-balanced-cave-t3-developed-s101009	C	t3-developed	conduit	balanced	node-t3-cave-02	101009	primary	1200000
329	op-t3-conduit-balanced-jungle-t3-developed-s101009	C	t3-developed	conduit	balanced	node-t3-jungle-01	101009	primary	1200000
330	op-t3-conduit-balanced-desert-t3-developed-s101009	C	t3-developed	conduit	balanced	node-t3-desert-01	101009	primary	1200000
331	op-t3-conduit-balanced-volcanic-t3-developed-s101009	C	t3-developed	conduit	balanced	node-t3-volcanic-01	101009	primary	1200000
332	op-t3-conduit-balanced-tundra-t3-tundra-arrival-s101009	C	t3-tundra-arrival	conduit	balanced	node-t3-tundra-01	101009	primary	1200000
333	op-t3-conduit-heavy-swamp-t3-developed-s101009	C	t3-developed	conduit	heavy	node-t3-swamp-03	101009	primary	1200000
334	op-t3-conduit-heavy-mountain-t3-developed-s101009	C	t3-developed	conduit	heavy	node-t3-mountain-04	101009	primary	1200000
335	op-t3-conduit-heavy-cave-t3-developed-s101009	C	t3-developed	conduit	heavy	node-t3-cave-02	101009	primary	1200000
336	op-t3-conduit-heavy-jungle-t3-developed-s101009	C	t3-developed	conduit	heavy	node-t3-jungle-01	101009	primary	1200000
337	op-t3-conduit-heavy-desert-t3-developed-s101009	C	t3-developed	conduit	heavy	node-t3-desert-01	101009	primary	1200000
338	op-t3-conduit-heavy-volcanic-t3-developed-s101009	C	t3-developed	conduit	heavy	node-t3-volcanic-01	101009	primary	1200000
339	op-t3-conduit-heavy-tundra-t3-tundra-arrival-s101009	C	t3-tundra-arrival	conduit	heavy	node-t3-tundra-01	101009	primary	1200000
340	op-t3-spirit-light-swamp-t3-developed-s101009	C	t3-developed	spirit	light	node-t3-swamp-03	101009	primary	1200000
341	op-t3-spirit-light-mountain-t3-developed-s101009	C	t3-developed	spirit	light	node-t3-mountain-04	101009	primary	1200000
342	op-t3-spirit-light-cave-t3-developed-s101009	C	t3-developed	spirit	light	node-t3-cave-02	101009	primary	1200000
343	op-t3-spirit-light-jungle-t3-developed-s101009	C	t3-developed	spirit	light	node-t3-jungle-01	101009	primary	1200000
344	op-t3-spirit-light-desert-t3-developed-s101009	C	t3-developed	spirit	light	node-t3-desert-01	101009	primary	1200000
345	op-t3-spirit-light-volcanic-t3-developed-s101009	C	t3-developed	spirit	light	node-t3-volcanic-01	101009	primary	1200000
346	op-t3-spirit-light-tundra-t3-tundra-arrival-s101009	C	t3-tundra-arrival	spirit	light	node-t3-tundra-01	101009	primary	1200000
347	op-t3-spirit-balanced-swamp-t3-developed-s101009	C	t3-developed	spirit	balanced	node-t3-swamp-03	101009	primary	1200000
348	op-t3-spirit-balanced-mountain-t3-developed-s101009	C	t3-developed	spirit	balanced	node-t3-mountain-04	101009	primary	1200000
349	op-t3-spirit-balanced-cave-t3-developed-s101009	C	t3-developed	spirit	balanced	node-t3-cave-02	101009	primary	1200000
350	op-t3-spirit-balanced-jungle-t3-developed-s101009	C	t3-developed	spirit	balanced	node-t3-jungle-01	101009	primary	1200000
351	op-t3-spirit-balanced-desert-t3-developed-s101009	C	t3-developed	spirit	balanced	node-t3-desert-01	101009	primary	1200000
352	op-t3-spirit-balanced-volcanic-t3-developed-s101009	C	t3-developed	spirit	balanced	node-t3-volcanic-01	101009	primary	1200000
353	op-t3-spirit-balanced-tundra-t3-tundra-arrival-s101009	C	t3-tundra-arrival	spirit	balanced	node-t3-tundra-01	101009	primary	1200000
354	op-t3-spirit-heavy-swamp-t3-developed-s101009	C	t3-developed	spirit	heavy	node-t3-swamp-03	101009	primary	1200000
355	op-t3-spirit-heavy-mountain-t3-developed-s101009	C	t3-developed	spirit	heavy	node-t3-mountain-04	101009	primary	1200000
356	op-t3-spirit-heavy-cave-t3-developed-s101009	C	t3-developed	spirit	heavy	node-t3-cave-02	101009	primary	1200000
357	op-t3-spirit-heavy-jungle-t3-developed-s101009	C	t3-developed	spirit	heavy	node-t3-jungle-01	101009	primary	1200000
358	op-t3-spirit-heavy-desert-t3-developed-s101009	C	t3-developed	spirit	heavy	node-t3-desert-01	101009	primary	1200000
359	op-t3-spirit-heavy-volcanic-t3-developed-s101009	C	t3-developed	spirit	heavy	node-t3-volcanic-01	101009	primary	1200000
360	op-t3-spirit-heavy-tundra-t3-tundra-arrival-s101009	C	t3-tundra-arrival	spirit	heavy	node-t3-tundra-01	101009	primary	1200000
361	op-t1-striker-plains-t1-developed-s101033-flash	A-W	t1-developed	striker	balanced	node-t1-plains-03	101033	flash-rapier	1200000
362	op-t1-striker-plains-t1-developed-s101033	A	t1-developed	striker	balanced	node-t1-plains-03	101033	primary	1200000
363	op-t1-squire-plains-t1-developed-s101033	A	t1-developed	squire	balanced	node-t1-plains-03	101033	primary	1200000
364	op-t1-apprentice-plains-t1-developed-s101033	A	t1-developed	apprentice	balanced	node-t1-plains-03	101033	primary	1200000
365	op-t1-slinger-plains-t1-developed-s101033-flash	A-W	t1-developed	slinger	balanced	node-t1-plains-03	101033	flash-rapier	1200000
366	op-t1-slinger-plains-t1-developed-s101033	A	t1-developed	slinger	balanced	node-t1-plains-03	101033	primary	1200000
367	op-t1-conduit-plains-t1-developed-s101033	A	t1-developed	conduit	balanced	node-t1-plains-03	101033	primary	1200000
368	op-t1-spirit-plains-t1-developed-s101033-flash	A-W	t1-developed	spirit	balanced	node-t1-plains-03	101033	flash-rapier	1200000
369	op-t1-spirit-plains-t1-developed-s101033	A	t1-developed	spirit	balanced	node-t1-plains-03	101033	primary	1200000
370	op-t2-striker-light-jungle-t2-jungle-arrival-s101033	B	t2-jungle-arrival	striker	light	node-t2-jungle-01	101033	primary	1200000
371	op-t2-striker-light-desert-t2-desert-arrival-s101033-cave	B-C	t2-desert-arrival	striker	light	node-t2-desert-01	101033	cave-charm	1200000
372	op-t2-striker-light-desert-t2-desert-arrival-s101033	B	t2-desert-arrival	striker	light	node-t2-desert-01	101033	primary	1200000
373	op-t2-striker-balanced-jungle-t2-jungle-arrival-s101033	B	t2-jungle-arrival	striker	balanced	node-t2-jungle-01	101033	primary	1200000
374	op-t2-striker-balanced-desert-t2-desert-arrival-s101033-cave	B-C	t2-desert-arrival	striker	balanced	node-t2-desert-01	101033	cave-charm	1200000
375	op-t2-striker-balanced-desert-t2-desert-arrival-s101033	B	t2-desert-arrival	striker	balanced	node-t2-desert-01	101033	primary	1200000
376	op-t2-striker-heavy-jungle-t2-jungle-arrival-s101033	B	t2-jungle-arrival	striker	heavy	node-t2-jungle-01	101033	primary	1200000
377	op-t2-striker-heavy-desert-t2-desert-arrival-s101033-cave	B-C	t2-desert-arrival	striker	heavy	node-t2-desert-01	101033	cave-charm	1200000
378	op-t2-striker-heavy-desert-t2-desert-arrival-s101033	B	t2-desert-arrival	striker	heavy	node-t2-desert-01	101033	primary	1200000
379	op-t2-squire-light-jungle-t2-jungle-arrival-s101033	B	t2-jungle-arrival	squire	light	node-t2-jungle-01	101033	primary	1200000
380	op-t2-squire-light-desert-t2-desert-arrival-s101033-cave	B-C	t2-desert-arrival	squire	light	node-t2-desert-01	101033	cave-charm	1200000
381	op-t2-squire-light-desert-t2-desert-arrival-s101033	B	t2-desert-arrival	squire	light	node-t2-desert-01	101033	primary	1200000
382	op-t2-squire-balanced-jungle-t2-jungle-arrival-s101033	B	t2-jungle-arrival	squire	balanced	node-t2-jungle-01	101033	primary	1200000
383	op-t2-squire-balanced-desert-t2-desert-arrival-s101033-cave	B-C	t2-desert-arrival	squire	balanced	node-t2-desert-01	101033	cave-charm	1200000
384	op-t2-squire-balanced-desert-t2-desert-arrival-s101033	B	t2-desert-arrival	squire	balanced	node-t2-desert-01	101033	primary	1200000
385	op-t2-squire-heavy-jungle-t2-jungle-arrival-s101033	B	t2-jungle-arrival	squire	heavy	node-t2-jungle-01	101033	primary	1200000
386	op-t2-squire-heavy-desert-t2-desert-arrival-s101033-cave	B-C	t2-desert-arrival	squire	heavy	node-t2-desert-01	101033	cave-charm	1200000
387	op-t2-squire-heavy-desert-t2-desert-arrival-s101033	B	t2-desert-arrival	squire	heavy	node-t2-desert-01	101033	primary	1200000
388	op-t2-apprentice-light-jungle-t2-jungle-arrival-s101033	B	t2-jungle-arrival	apprentice	light	node-t2-jungle-01	101033	primary	1200000
389	op-t2-apprentice-light-desert-t2-desert-arrival-s101033	B	t2-desert-arrival	apprentice	light	node-t2-desert-01	101033	primary	1200000
390	op-t2-apprentice-balanced-jungle-t2-jungle-arrival-s101033	B	t2-jungle-arrival	apprentice	balanced	node-t2-jungle-01	101033	primary	1200000
391	op-t2-apprentice-balanced-desert-t2-desert-arrival-s101033	B	t2-desert-arrival	apprentice	balanced	node-t2-desert-01	101033	primary	1200000
392	op-t2-apprentice-heavy-jungle-t2-jungle-arrival-s101033	B	t2-jungle-arrival	apprentice	heavy	node-t2-jungle-01	101033	primary	1200000
393	op-t2-apprentice-heavy-desert-t2-desert-arrival-s101033	B	t2-desert-arrival	apprentice	heavy	node-t2-desert-01	101033	primary	1200000
394	op-t2-slinger-light-jungle-t2-jungle-arrival-s101033	B	t2-jungle-arrival	slinger	light	node-t2-jungle-01	101033	primary	1200000
395	op-t2-slinger-light-desert-t2-desert-arrival-s101033	B	t2-desert-arrival	slinger	light	node-t2-desert-01	101033	primary	1200000
396	op-t2-slinger-balanced-jungle-t2-jungle-arrival-s101033	B	t2-jungle-arrival	slinger	balanced	node-t2-jungle-01	101033	primary	1200000
397	op-t2-slinger-balanced-desert-t2-desert-arrival-s101033	B	t2-desert-arrival	slinger	balanced	node-t2-desert-01	101033	primary	1200000
398	op-t2-slinger-heavy-jungle-t2-jungle-arrival-s101033	B	t2-jungle-arrival	slinger	heavy	node-t2-jungle-01	101033	primary	1200000
399	op-t2-slinger-heavy-desert-t2-desert-arrival-s101033	B	t2-desert-arrival	slinger	heavy	node-t2-desert-01	101033	primary	1200000
400	op-t2-conduit-light-jungle-t2-jungle-arrival-s101033	B	t2-jungle-arrival	conduit	light	node-t2-jungle-01	101033	primary	1200000
401	op-t2-conduit-light-desert-t2-desert-arrival-s101033	B	t2-desert-arrival	conduit	light	node-t2-desert-01	101033	primary	1200000
402	op-t2-conduit-balanced-jungle-t2-jungle-arrival-s101033	B	t2-jungle-arrival	conduit	balanced	node-t2-jungle-01	101033	primary	1200000
403	op-t2-conduit-balanced-desert-t2-desert-arrival-s101033	B	t2-desert-arrival	conduit	balanced	node-t2-desert-01	101033	primary	1200000
404	op-t2-conduit-heavy-jungle-t2-jungle-arrival-s101033	B	t2-jungle-arrival	conduit	heavy	node-t2-jungle-01	101033	primary	1200000
405	op-t2-conduit-heavy-desert-t2-desert-arrival-s101033	B	t2-desert-arrival	conduit	heavy	node-t2-desert-01	101033	primary	1200000
406	op-t2-spirit-light-jungle-t2-jungle-arrival-s101033	B	t2-jungle-arrival	spirit	light	node-t2-jungle-01	101033	primary	1200000
407	op-t2-spirit-light-desert-t2-desert-arrival-s101033	B	t2-desert-arrival	spirit	light	node-t2-desert-01	101033	primary	1200000
408	op-t2-spirit-balanced-jungle-t2-jungle-arrival-s101033	B	t2-jungle-arrival	spirit	balanced	node-t2-jungle-01	101033	primary	1200000
409	op-t2-spirit-balanced-desert-t2-desert-arrival-s101033	B	t2-desert-arrival	spirit	balanced	node-t2-desert-01	101033	primary	1200000
410	op-t2-spirit-heavy-jungle-t2-jungle-arrival-s101033	B	t2-jungle-arrival	spirit	heavy	node-t2-jungle-01	101033	primary	1200000
411	op-t2-spirit-heavy-desert-t2-desert-arrival-s101033	B	t2-desert-arrival	spirit	heavy	node-t2-desert-01	101033	primary	1200000
412	op-t1-striker-forest-t1-developed-s101033	A	t1-developed	striker	balanced	node-t1-forest-03	101033	primary	1200000
413	op-t2-striker-light-jungle-t2-jungle-established-s101033	B	t2-jungle-established	striker	light	node-t2-jungle-01	101033	primary	1200000
414	op-t3-striker-light-swamp-t3-developed-s101033	C	t3-developed	striker	light	node-t3-swamp-03	101033	primary	1200000
415	op-t1-striker-plains-boss-s101033	D1	t1-developed	striker	balanced	node-t1-plains-dungeon	101033	primary	300000
416	op-t2-striker-light-plains-boss-s101033	D2	t2-desert-established	striker	light	node-t2-plains-dungeon	101033	primary	300000
417	op-t3-striker-light-mountain-boss-s101033	D3	t3-tundra-arrival	striker	light	node-t3-mountain-dungeon	101033	primary	300000
