order	observationId	identityId	context	fixture	seed	capMs
236	t4-squire-balanced-a-F1-s101033	breadth-t4-squire-balanced-a	F1	node-t4-volcanic-01	101033	600000
237	t4-apprentice-heavy-a-F2-s101033	breadth-t4-apprentice-heavy-a	F2	node-t4-tundra-01	101033	600000
238	t4-slinger-light-b-B1-s101033	breadth-t4-slinger-light-b	B1	node-t4-mountain-dungeon	101033	300000
239	t4-conduit-balanced-b-B2-s101033	breadth-t4-conduit-balanced-b	B2	node-t4-graveyard-dungeon	101033	300000
240	t4-spirit-heavy-b-F1-s101033	breadth-t4-spirit-heavy-b	F1	node-t4-volcanic-01	101033	600000
241	t4-striker-balanced-a-F1-s101033	breadth-t4-striker-balanced-a	F1	node-t4-volcanic-01	101033	600000
242	t4-squire-heavy-a-F2-s101033	breadth-t4-squire-heavy-a	F2	node-t4-tundra-01	101033	600000
243	t4-apprentice-light-b-B1-s101033	breadth-t4-apprentice-light-b	B1	node-t4-mountain-dungeon	101033	300000
244	t4-slinger-balanced-b-B2-s101033	breadth-t4-slinger-balanced-b	B2	node-t4-graveyard-dungeon	101033	300000
245	t4-conduit-heavy-b-F1-s101033	breadth-t4-conduit-heavy-b	F1	node-t4-volcanic-01	101033	600000
246	t4-spirit-light-c-F2-s101033	breadth-t4-spirit-light-c	F2	node-t4-tundra-01	101033	600000
247	t4-striker-balanced-a-F2-s101033	breadth-t4-striker-balanced-a	F2	node-t4-tundra-01	101033	600000
248	t4-squire-heavy-a-B1-s101033	breadth-t4-squire-heavy-a	B1	node-t4-mountain-dungeon	101033	300000
249	t4-apprentice-light-b-B2-s101033	breadth-t4-apprentice-light-b	B2	node-t4-graveyard-dungeon	101033	300000
250	t4-slinger-balanced-b-F1-s101033	breadth-t4-slinger-balanced-b	F1	node-t4-volcanic-01	101033	600000
251	t4-conduit-heavy-b-F2-s101033	breadth-t4-conduit-heavy-b	F2	node-t4-tundra-01	101033	600000
252	t4-spirit-light-c-B1-s101033	breadth-t4-spirit-light-c	B1	node-t4-mountain-dungeon	101033	300000
253	t4-striker-balanced-a-B1-s101033	breadth-t4-striker-balanced-a	B1	node-t4-mountain-dungeon	101033	300000
254	t4-squire-heavy-a-B2-s101033	breadth-t4-squire-heavy-a	B2	node-t4-graveyard-dungeon	101033	300000
255	t4-apprentice-light-b-F1-s101033	breadth-t4-apprentice-light-b	F1	node-t4-volcanic-01	101033	600000
256	t4-slinger-balanced-b-F2-s101033	breadth-t4-slinger-balanced-b	F2	node-t4-tundra-01	101033	600000
257	t4-conduit-heavy-b-B1-s101033	breadth-t4-conduit-heavy-b	B1	node-t4-mountain-dungeon	101033	300000
258	t4-spirit-light-c-B2-s101033	breadth-t4-spirit-light-c	B2	node-t4-graveyard-dungeon	101033	300000
259	t4-striker-balanced-a-B2-s101033	breadth-t4-striker-balanced-a	B2	node-t4-graveyard-dungeon	101033	300000
260	t4-squire-heavy-a-F1-s101033	breadth-t4-squire-heavy-a	F1	node-t4-volcanic-01	101033	600000
261	t4-apprentice-light-b-F2-s101033	breadth-t4-apprentice-light-b	F2	node-t4-tundra-01	101033	600000
262	t4-slinger-balanced-b-B1-s101033	breadth-t4-slinger-balanced-b	B1	node-t4-mountain-dungeon	101033	300000
263	t4-conduit-heavy-b-B2-s101033	breadth-t4-conduit-heavy-b	B2	node-t4-graveyard-dungeon	101033	300000
264	t4-spirit-light-c-F1-s101033	breadth-t4-spirit-light-c	F1	node-t4-volcanic-01	101033	600000
265	t4-striker-heavy-a-F1-s101033	breadth-t4-striker-heavy-a	F1	node-t4-volcanic-01	101033	600000
266	t4-squire-light-b-F2-s101033	breadth-t4-squire-light-b	F2	node-t4-tundra-01	101033	600000
267	t4-apprentice-balanced-b-B1-s101033	breadth-t4-apprentice-balanced-b	B1	node-t4-mountain-dungeon	101033	300000
268	t4-slinger-heavy-b-B2-s101033	breadth-t4-slinger-heavy-b	B2	node-t4-graveyard-dungeon	101033	300000
269	t4-conduit-light-c-F1-s101033	breadth-t4-conduit-light-c	F1	node-t4-volcanic-01	101033	600000
270	t4-spirit-balanced-c-F2-s101033	breadth-t4-spirit-balanced-c	F2	node-t4-tundra-01	101033	600000
271	t4-striker-heavy-a-F2-s101033	breadth-t4-striker-heavy-a	F2	node-t4-tundra-01	101033	600000
272	t4-squire-light-b-B1-s101033	breadth-t4-squire-light-b	B1	node-t4-mountain-dungeon	101033	300000
273	t4-apprentice-balanced-b-B2-s101033	breadth-t4-apprentice-balanced-b	B2	node-t4-graveyard-dungeon	101033	300000
274	t4-slinger-heavy-b-F1-s101033	breadth-t4-slinger-heavy-b	F1	node-t4-volcanic-01	101033	600000
275	t4-conduit-light-c-F2-s101033	breadth-t4-conduit-light-c	F2	node-t4-tundra-01	101033	600000
276	t4-spirit-balanced-c-B1-s101033	breadth-t4-spirit-balanced-c	B1	node-t4-mountain-dungeon	101033	300000
277	t4-striker-heavy-a-B1-s101033	breadth-t4-striker-heavy-a	B1	node-t4-mountain-dungeon	101033	300000
278	t4-squire-light-b-B2-s101033	breadth-t4-squire-light-b	B2	node-t4-graveyard-dungeon	101033	300000
279	t4-apprentice-balanced-b-F1-s101033	breadth-t4-apprentice-balanced-b	F1	node-t4-volcanic-01	101033	600000
280	t4-slinger-heavy-b-F2-s101033	breadth-t4-slinger-heavy-b	F2	node-t4-tundra-01	101033	600000
281	t4-conduit-light-c-B1-s101033	breadth-t4-conduit-light-c	B1	node-t4-mountain-dungeon	101033	300000
282	t4-spirit-balanced-c-B2-s101033	breadth-t4-spirit-balanced-c	B2	node-t4-graveyard-dungeon	101033	300000
283	t4-striker-heavy-a-B2-s101033	breadth-t4-striker-heavy-a	B2	node-t4-graveyard-dungeon	101033	300000
284	t4-squire-light-b-F1-s101033	breadth-t4-squire-light-b	F1	node-t4-volcanic-01	101033	600000
285	t4-apprentice-balanced-b-F2-s101033	breadth-t4-apprentice-balanced-b	F2	node-t4-tundra-01	101033	600000
286	t4-slinger-heavy-b-B1-s101033	breadth-t4-slinger-heavy-b	B1	node-t4-mountain-dungeon	101033	300000
287	t4-conduit-light-c-B2-s101033	breadth-t4-conduit-light-c	B2	node-t4-graveyard-dungeon	101033	300000
288	t4-spirit-balanced-c-F1-s101033	breadth-t4-spirit-balanced-c	F1	node-t4-volcanic-01	101033	600000
289	t4-striker-light-b-F1-s101033	breadth-t4-striker-light-b	F1	node-t4-volcanic-01	101033	600000
290	t4-squire-balanced-b-F2-s101033	breadth-t4-squire-balanced-b	F2	node-t4-tundra-01	101033	600000
291	t4-apprentice-heavy-b-B1-s101033	breadth-t4-apprentice-heavy-b	B1	node-t4-mountain-dungeon	101033	300000
292	t4-slinger-light-c-B2-s101033	breadth-t4-slinger-light-c	B2	node-t4-graveyard-dungeon	101033	300000
293	t4-conduit-balanced-c-F1-s101033	breadth-t4-conduit-balanced-c	F1	node-t4-volcanic-01	101033	600000
294	t4-spirit-heavy-c-F2-s101033	breadth-t4-spirit-heavy-c	F2	node-t4-tundra-01	101033	600000
295	t4-striker-light-b-F2-s101033	breadth-t4-striker-light-b	F2	node-t4-tundra-01	101033	600000
296	t4-squire-balanced-b-B1-s101033	breadth-t4-squire-balanced-b	B1	node-t4-mountain-dungeon	101033	300000
297	t4-apprentice-heavy-b-B2-s101033	breadth-t4-apprentice-heavy-b	B2	node-t4-graveyard-dungeon	101033	300000
298	t4-slinger-light-c-F1-s101033	breadth-t4-slinger-light-c	F1	node-t4-volcanic-01	101033	600000
299	t4-conduit-balanced-c-F2-s101033	breadth-t4-conduit-balanced-c	F2	node-t4-tundra-01	101033	600000
300	t4-spirit-heavy-c-B1-s101033	breadth-t4-spirit-heavy-c	B1	node-t4-mountain-dungeon	101033	300000
301	t4-striker-light-b-B1-s101033	breadth-t4-striker-light-b	B1	node-t4-mountain-dungeon	101033	300000
302	t4-squire-balanced-b-B2-s101033	breadth-t4-squire-balanced-b	B2	node-t4-graveyard-dungeon	101033	300000
303	t4-apprentice-heavy-b-F1-s101033	breadth-t4-apprentice-heavy-b	F1	node-t4-volcanic-01	101033	600000
304	t4-slinger-light-c-F2-s101033	breadth-t4-slinger-light-c	F2	node-t4-tundra-01	101033	600000
305	t4-conduit-balanced-c-B1-s101033	breadth-t4-conduit-balanced-c	B1	node-t4-mountain-dungeon	101033	300000
306	t4-spirit-heavy-c-B2-s101033	breadth-t4-spirit-heavy-c	B2	node-t4-graveyard-dungeon	101033	300000
307	t4-striker-light-b-B2-s101033	breadth-t4-striker-light-b	B2	node-t4-graveyard-dungeon	101033	300000
308	t4-squire-balanced-b-F1-s101033	breadth-t4-squire-balanced-b	F1	node-t4-volcanic-01	101033	600000
309	t4-apprentice-heavy-b-F2-s101033	breadth-t4-apprentice-heavy-b	F2	node-t4-tundra-01	101033	600000
310	t4-slinger-light-c-B1-s101033	breadth-t4-slinger-light-c	B1	node-t4-mountain-dungeon	101033	300000
311	t4-conduit-balanced-c-B2-s101033	breadth-t4-conduit-balanced-c	B2	node-t4-graveyard-dungeon	101033	300000
312	t4-spirit-heavy-c-F1-s101033	breadth-t4-spirit-heavy-c	F1	node-t4-volcanic-01	101033	600000
313	t4-striker-balanced-b-F1-s101033	breadth-t4-striker-balanced-b	F1	node-t4-volcanic-01	101033	600000
314	t4-squire-heavy-b-F2-s101033	breadth-t4-squire-heavy-b	F2	node-t4-tundra-01	101033	600000
315	t4-apprentice-light-c-B1-s101033	breadth-t4-apprentice-light-c	B1	node-t4-mountain-dungeon	101033	300000
316	t4-slinger-balanced-c-B2-s101033	breadth-t4-slinger-balanced-c	B2	node-t4-graveyard-dungeon	101033	300000
317	t4-conduit-heavy-c-F1-s101033	breadth-t4-conduit-heavy-c	F1	node-t4-volcanic-01	101033	600000
318	t4-spirit-light-a-F2-s101033	breadth-t4-spirit-light-a	F2	node-t4-tundra-01	101033	600000
319	t4-striker-balanced-b-F2-s101033	breadth-t4-striker-balanced-b	F2	node-t4-tundra-01	101033	600000
320	t4-squire-heavy-b-B1-s101033	breadth-t4-squire-heavy-b	B1	node-t4-mountain-dungeon	101033	300000
321	t4-apprentice-light-c-B2-s101033	breadth-t4-apprentice-light-c	B2	node-t4-graveyard-dungeon	101033	300000
322	t4-slinger-balanced-c-F1-s101033	breadth-t4-slinger-balanced-c	F1	node-t4-volcanic-01	101033	600000
323	t4-conduit-heavy-c-F2-s101033	breadth-t4-conduit-heavy-c	F2	node-t4-tundra-01	101033	600000
324	t4-spirit-light-a-B1-s101033	breadth-t4-spirit-light-a	B1	node-t4-mountain-dungeon	101033	300000
325	t4-striker-balanced-b-B1-s101033	breadth-t4-striker-balanced-b	B1	node-t4-mountain-dungeon	101033	300000
326	t4-squire-heavy-b-B2-s101033	breadth-t4-squire-heavy-b	B2	node-t4-graveyard-dungeon	101033	300000
327	t4-apprentice-light-c-F1-s101033	breadth-t4-apprentice-light-c	F1	node-t4-volcanic-01	101033	600000
328	t4-slinger-balanced-c-F2-s101033	breadth-t4-slinger-balanced-c	F2	node-t4-tundra-01	101033	600000
329	t4-conduit-heavy-c-B1-s101033	breadth-t4-conduit-heavy-c	B1	node-t4-mountain-dungeon	101033	300000
330	t4-spirit-light-a-B2-s101033	breadth-t4-spirit-light-a	B2	node-t4-graveyard-dungeon	101033	300000
331	t4-striker-balanced-b-B2-s101033	breadth-t4-striker-balanced-b	B2	node-t4-graveyard-dungeon	101033	300000
332	t4-squire-heavy-b-F1-s101033	breadth-t4-squire-heavy-b	F1	node-t4-volcanic-01	101033	600000
333	t4-apprentice-light-c-F2-s101033	breadth-t4-apprentice-light-c	F2	node-t4-tundra-01	101033	600000
334	t4-slinger-balanced-c-B1-s101033	breadth-t4-slinger-balanced-c	B1	node-t4-mountain-dungeon	101033	300000
335	t4-conduit-heavy-c-B2-s101033	breadth-t4-conduit-heavy-c	B2	node-t4-graveyard-dungeon	101033	300000
336	t4-spirit-light-a-F1-s101033	breadth-t4-spirit-light-a	F1	node-t4-volcanic-01	101033	600000
337	t4-striker-heavy-b-F1-s101033	breadth-t4-striker-heavy-b	F1	node-t4-volcanic-01	101033	600000
338	t4-squire-light-c-F2-s101033	breadth-t4-squire-light-c	F2	node-t4-tundra-01	101033	600000
339	t4-apprentice-balanced-c-B1-s101033	breadth-t4-apprentice-balanced-c	B1	node-t4-mountain-dungeon	101033	300000
340	t4-slinger-heavy-c-B2-s101033	breadth-t4-slinger-heavy-c	B2	node-t4-graveyard-dungeon	101033	300000
341	t4-conduit-light-a-F1-s101033	breadth-t4-conduit-light-a	F1	node-t4-volcanic-01	101033	600000
342	t4-spirit-balanced-a-F2-s101033	breadth-t4-spirit-balanced-a	F2	node-t4-tundra-01	101033	600000
343	t4-striker-heavy-b-F2-s101033	breadth-t4-striker-heavy-b	F2	node-t4-tundra-01	101033	600000
344	t4-squire-light-c-B1-s101033	breadth-t4-squire-light-c	B1	node-t4-mountain-dungeon	101033	300000
345	t4-apprentice-balanced-c-B2-s101033	breadth-t4-apprentice-balanced-c	B2	node-t4-graveyard-dungeon	101033	300000
346	t4-slinger-heavy-c-F1-s101033	breadth-t4-slinger-heavy-c	F1	node-t4-volcanic-01	101033	600000
347	t4-conduit-light-a-F2-s101033	breadth-t4-conduit-light-a	F2	node-t4-tundra-01	101033	600000
348	t4-spirit-balanced-a-B1-s101033	breadth-t4-spirit-balanced-a	B1	node-t4-mountain-dungeon	101033	300000
349	t4-striker-heavy-b-B1-s101033	breadth-t4-striker-heavy-b	B1	node-t4-mountain-dungeon	101033	300000
350	t4-squire-light-c-B2-s101033	breadth-t4-squire-light-c	B2	node-t4-graveyard-dungeon	101033	300000
351	t4-apprentice-balanced-c-F1-s101033	breadth-t4-apprentice-balanced-c	F1	node-t4-volcanic-01	101033	600000
352	t4-slinger-heavy-c-F2-s101033	breadth-t4-slinger-heavy-c	F2	node-t4-tundra-01	101033	600000
353	t4-conduit-light-a-B1-s101033	breadth-t4-conduit-light-a	B1	node-t4-mountain-dungeon	101033	300000
354	t4-spirit-balanced-a-B2-s101033	breadth-t4-spirit-balanced-a	B2	node-t4-graveyard-dungeon	101033	300000
355	t4-striker-heavy-b-B2-s101033	breadth-t4-striker-heavy-b	B2	node-t4-graveyard-dungeon	101033	300000
356	t4-squire-light-c-F1-s101033	breadth-t4-squire-light-c	F1	node-t4-volcanic-01	101033	600000
357	t4-apprentice-balanced-c-F2-s101033	breadth-t4-apprentice-balanced-c	F2	node-t4-tundra-01	101033	600000
358	t4-slinger-heavy-c-B1-s101033	breadth-t4-slinger-heavy-c	B1	node-t4-mountain-dungeon	101033	300000
359	t4-conduit-light-a-B2-s101033	breadth-t4-conduit-light-a	B2	node-t4-graveyard-dungeon	101033	300000
360	t4-spirit-balanced-a-F1-s101033	breadth-t4-spirit-balanced-a	F1	node-t4-volcanic-01	101033	600000
361	t4-striker-light-c-F1-s101033	breadth-t4-striker-light-c	F1	node-t4-volcanic-01	101033	600000
362	t4-squire-balanced-c-F2-s101033	breadth-t4-squire-balanced-c	F2	node-t4-tundra-01	101033	600000
363	t4-apprentice-heavy-c-B1-s101033	breadth-t4-apprentice-heavy-c	B1	node-t4-mountain-dungeon	101033	300000
364	t4-slinger-light-a-B2-s101033	breadth-t4-slinger-light-a	B2	node-t4-graveyard-dungeon	101033	300000
365	t4-conduit-balanced-a-F1-s101033	breadth-t4-conduit-balanced-a	F1	node-t4-volcanic-01	101033	600000
366	t4-spirit-heavy-a-F2-s101033	breadth-t4-spirit-heavy-a	F2	node-t4-tundra-01	101033	600000
367	t4-striker-light-c-F2-s101033	breadth-t4-striker-light-c	F2	node-t4-tundra-01	101033	600000
368	t4-squire-balanced-c-B1-s101033	breadth-t4-squire-balanced-c	B1	node-t4-mountain-dungeon	101033	300000
369	t4-apprentice-heavy-c-B2-s101033	breadth-t4-apprentice-heavy-c	B2	node-t4-graveyard-dungeon	101033	300000
370	t4-slinger-light-a-F1-s101033	breadth-t4-slinger-light-a	F1	node-t4-volcanic-01	101033	600000
371	t4-conduit-balanced-a-F2-s101033	breadth-t4-conduit-balanced-a	F2	node-t4-tundra-01	101033	600000
372	t4-spirit-heavy-a-B1-s101033	breadth-t4-spirit-heavy-a	B1	node-t4-mountain-dungeon	101033	300000
373	t4-striker-light-c-B1-s101033	breadth-t4-striker-light-c	B1	node-t4-mountain-dungeon	101033	300000
374	t4-squire-balanced-c-B2-s101033	breadth-t4-squire-balanced-c	B2	node-t4-graveyard-dungeon	101033	300000
375	t4-apprentice-heavy-c-F1-s101033	breadth-t4-apprentice-heavy-c	F1	node-t4-volcanic-01	101033	600000
376	t4-slinger-light-a-F2-s101033	breadth-t4-slinger-light-a	F2	node-t4-tundra-01	101033	600000
377	t4-conduit-balanced-a-B1-s101033	breadth-t4-conduit-balanced-a	B1	node-t4-mountain-dungeon	101033	300000
378	t4-spirit-heavy-a-B2-s101033	breadth-t4-spirit-heavy-a	B2	node-t4-graveyard-dungeon	101033	300000
379	t4-striker-light-c-B2-s101033	breadth-t4-striker-light-c	B2	node-t4-graveyard-dungeon	101033	300000
380	t4-squire-balanced-c-F1-s101033	breadth-t4-squire-balanced-c	F1	node-t4-volcanic-01	101033	600000
381	t4-apprentice-heavy-c-F2-s101033	breadth-t4-apprentice-heavy-c	F2	node-t4-tundra-01	101033	600000
382	t4-slinger-light-a-B1-s101033	breadth-t4-slinger-light-a	B1	node-t4-mountain-dungeon	101033	300000
383	t4-conduit-balanced-a-B2-s101033	breadth-t4-conduit-balanced-a	B2	node-t4-graveyard-dungeon	101033	300000
384	t4-spirit-heavy-a-F1-s101033	breadth-t4-spirit-heavy-a	F1	node-t4-volcanic-01	101033	600000
385	t4-striker-balanced-c-F1-s101033	breadth-t4-striker-balanced-c	F1	node-t4-volcanic-01	101033	600000
386	t4-squire-heavy-c-F2-s101033	breadth-t4-squire-heavy-c	F2	node-t4-tundra-01	101033	600000
387	t4-apprentice-light-a-B1-s101033	breadth-t4-apprentice-light-a	B1	node-t4-mountain-dungeon	101033	300000
388	t4-slinger-balanced-a-B2-s101033	breadth-t4-slinger-balanced-a	B2	node-t4-graveyard-dungeon	101033	300000
389	t4-conduit-heavy-a-F1-s101033	breadth-t4-conduit-heavy-a	F1	node-t4-volcanic-01	101033	600000
390	t4-spirit-light-b-F2-s101033	breadth-t4-spirit-light-b	F2	node-t4-tundra-01	101033	600000
391	t4-striker-balanced-c-F2-s101033	breadth-t4-striker-balanced-c	F2	node-t4-tundra-01	101033	600000
392	t4-squire-heavy-c-B1-s101033	breadth-t4-squire-heavy-c	B1	node-t4-mountain-dungeon	101033	300000
393	t4-apprentice-light-a-B2-s101033	breadth-t4-apprentice-light-a	B2	node-t4-graveyard-dungeon	101033	300000
394	t4-slinger-balanced-a-F1-s101033	breadth-t4-slinger-balanced-a	F1	node-t4-volcanic-01	101033	600000
395	t4-conduit-heavy-a-F2-s101033	breadth-t4-conduit-heavy-a	F2	node-t4-tundra-01	101033	600000
396	t4-spirit-light-b-B1-s101033	breadth-t4-spirit-light-b	B1	node-t4-mountain-dungeon	101033	300000
397	t4-striker-balanced-c-B1-s101033	breadth-t4-striker-balanced-c	B1	node-t4-mountain-dungeon	101033	300000
398	t4-squire-heavy-c-B2-s101033	breadth-t4-squire-heavy-c	B2	node-t4-graveyard-dungeon	101033	300000
399	t4-apprentice-light-a-F1-s101033	breadth-t4-apprentice-light-a	F1	node-t4-volcanic-01	101033	600000
400	t4-slinger-balanced-a-F2-s101033	breadth-t4-slinger-balanced-a	F2	node-t4-tundra-01	101033	600000
401	t4-conduit-heavy-a-B1-s101033	breadth-t4-conduit-heavy-a	B1	node-t4-mountain-dungeon	101033	300000
402	t4-spirit-light-b-B2-s101033	breadth-t4-spirit-light-b	B2	node-t4-graveyard-dungeon	101033	300000
403	t4-striker-balanced-c-B2-s101033	breadth-t4-striker-balanced-c	B2	node-t4-graveyard-dungeon	101033	300000
404	t4-squire-heavy-c-F1-s101033	breadth-t4-squire-heavy-c	F1	node-t4-volcanic-01	101033	600000
405	t4-apprentice-light-a-F2-s101033	breadth-t4-apprentice-light-a	F2	node-t4-tundra-01	101033	600000
406	t4-slinger-balanced-a-B1-s101033	breadth-t4-slinger-balanced-a	B1	node-t4-mountain-dungeon	101033	300000
407	t4-conduit-heavy-a-B2-s101033	breadth-t4-conduit-heavy-a	B2	node-t4-graveyard-dungeon	101033	300000
408	t4-spirit-light-b-F1-s101033	breadth-t4-spirit-light-b	F1	node-t4-volcanic-01	101033	600000
409	t4-striker-heavy-c-F1-s101033	breadth-t4-striker-heavy-c	F1	node-t4-volcanic-01	101033	600000
410	t4-squire-light-a-F2-s101033	breadth-t4-squire-light-a	F2	node-t4-tundra-01	101033	600000
411	t4-apprentice-balanced-a-B1-s101033	breadth-t4-apprentice-balanced-a	B1	node-t4-mountain-dungeon	101033	300000
412	t4-slinger-heavy-a-B2-s101033	breadth-t4-slinger-heavy-a	B2	node-t4-graveyard-dungeon	101033	300000
413	t4-conduit-light-b-F1-s101033	breadth-t4-conduit-light-b	F1	node-t4-volcanic-01	101033	600000
414	t4-spirit-balanced-b-F2-s101033	breadth-t4-spirit-balanced-b	F2	node-t4-tundra-01	101033	600000
415	t4-striker-heavy-c-F2-s101033	breadth-t4-striker-heavy-c	F2	node-t4-tundra-01	101033	600000
416	t4-squire-light-a-B1-s101033	breadth-t4-squire-light-a	B1	node-t4-mountain-dungeon	101033	300000
417	t4-apprentice-balanced-a-B2-s101033	breadth-t4-apprentice-balanced-a	B2	node-t4-graveyard-dungeon	101033	300000
418	t4-slinger-heavy-a-F1-s101033	breadth-t4-slinger-heavy-a	F1	node-t4-volcanic-01	101033	600000
419	t4-conduit-light-b-F2-s101033	breadth-t4-conduit-light-b	F2	node-t4-tundra-01	101033	600000
420	t4-spirit-balanced-b-B1-s101033	breadth-t4-spirit-balanced-b	B1	node-t4-mountain-dungeon	101033	300000
421	t4-striker-heavy-c-B1-s101033	breadth-t4-striker-heavy-c	B1	node-t4-mountain-dungeon	101033	300000
422	t4-squire-light-a-B2-s101033	breadth-t4-squire-light-a	B2	node-t4-graveyard-dungeon	101033	300000
423	t4-apprentice-balanced-a-F1-s101033	breadth-t4-apprentice-balanced-a	F1	node-t4-volcanic-01	101033	600000
424	t4-slinger-heavy-a-F2-s101033	breadth-t4-slinger-heavy-a	F2	node-t4-tundra-01	101033	600000
425	t4-conduit-light-b-B1-s101033	breadth-t4-conduit-light-b	B1	node-t4-mountain-dungeon	101033	300000
426	t4-spirit-balanced-b-B2-s101033	breadth-t4-spirit-balanced-b	B2	node-t4-graveyard-dungeon	101033	300000
427	t4-striker-heavy-c-B2-s101033	breadth-t4-striker-heavy-c	B2	node-t4-graveyard-dungeon	101033	300000
428	t4-squire-light-a-F1-s101033	breadth-t4-squire-light-a	F1	node-t4-volcanic-01	101033	600000
429	t4-apprentice-balanced-a-F2-s101033	breadth-t4-apprentice-balanced-a	F2	node-t4-tundra-01	101033	600000
430	t4-slinger-heavy-a-B1-s101033	breadth-t4-slinger-heavy-a	B1	node-t4-mountain-dungeon	101033	300000
431	t4-conduit-light-b-B2-s101033	breadth-t4-conduit-light-b	B2	node-t4-graveyard-dungeon	101033	300000
432	t4-spirit-balanced-b-F1-s101033	breadth-t4-spirit-balanced-b	F1	node-t4-volcanic-01	101033	600000
