order	allocation	pathId	path	context	seed	capMs	observationId
280	primary	reload-balanced-t3-b	Blunderbuss	V	101033	1200000	closing-slinger-balanced-b-V-s101033
281	primary	summoner-heavy-t3-b	Champion	D	101033	1200000	closing-conduit-heavy-b-D-s101033
282	primary	energy-light-t3-c	Channeler	V	101033	1200000	closing-spirit-light-c-V-s101033
283	primary	cadence-heavy-t3-a	Berserker	M	101033	300000	closing-striker-heavy-a-M-s101033
284	primary	cooldown-light-t3-b	Transcendant	T	101033	1200000	closing-squire-light-b-T-s101033
285	primary	dot-balanced-t3-b	Firebrand	M	101033	300000	closing-apprentice-balanced-b-M-s101033
286	primary	reload-heavy-t3-b	Warmonger	T	101033	1200000	closing-slinger-heavy-b-T-s101033
287	primary	summoner-light-t3-c	Iconoclast	M	101033	300000	closing-conduit-light-c-M-s101033
288	primary	energy-balanced-t3-c	Aetherist	T	101033	1200000	closing-spirit-balanced-c-T-s101033
289	primary	cadence-light-t3-b	Scrapper	V	101033	1200000	closing-striker-light-b-V-s101033
290	primary	cooldown-balanced-t3-b	Dynamo	D	101033	1200000	closing-squire-balanced-b-D-s101033
291	primary	dot-heavy-t3-b	Winter Warden	V	101033	1200000	closing-apprentice-heavy-b-V-s101033
292	primary	reload-light-t3-c	Sniper	D	101033	1200000	closing-slinger-light-c-D-s101033
293	primary	summoner-balanced-t3-c	Ritualist	V	101033	1200000	closing-conduit-balanced-c-V-s101033
294	primary	energy-heavy-t3-c	Tempest	D	101033	1200000	closing-spirit-heavy-c-D-s101033
295	primary	cadence-balanced-t3-b	Wavecrest	T	101033	1200000	closing-striker-balanced-b-T-s101033
296	primary	cooldown-heavy-t3-b	Destroyer	M	101033	300000	closing-squire-heavy-b-M-s101033
297	primary	dot-light-t3-c	Zealot	T	101033	1200000	closing-apprentice-light-c-T-s101033
298	primary	reload-balanced-t3-c	Dualslinger	M	101033	300000	closing-slinger-balanced-c-M-s101033
299	primary	summoner-heavy-t3-c	Idolwright	T	101033	1200000	closing-conduit-heavy-c-T-s101033
300	primary	energy-light-t3-a	Stormdancer	D	101033	1200000	closing-spirit-light-a-D-s101033
301	primary	cadence-heavy-t3-b	Hemomancer	D	101033	1200000	closing-striker-heavy-b-D-s101033
302	primary	cooldown-light-t3-c	Sunderer	V	101033	1200000	closing-squire-light-c-V-s101033
303	primary	dot-balanced-t3-c	Cinder Lord	D	101033	1200000	closing-apprentice-balanced-c-D-s101033
304	primary	reload-heavy-t3-c	Cannoneer	V	101033	1200000	closing-slinger-heavy-c-V-s101033
305	primary	summoner-light-t3-a	Inquisitor	T	101033	1200000	closing-conduit-light-a-T-s101033
306	primary	energy-balanced-t3-a	Equinox	M	101033	300000	closing-spirit-balanced-a-M-s101033
307	primary	cadence-light-t3-c	Swiftblade	M	101033	300000	closing-striker-light-c-M-s101033
308	primary	cooldown-balanced-t3-c	Stalwart	T	101033	1200000	closing-squire-balanced-c-T-s101033
309	primary	dot-heavy-t3-c	Wind Spirit	M	101033	300000	closing-apprentice-heavy-c-M-s101033
310	primary	reload-light-t3-a	Duelist	V	101033	1200000	closing-slinger-light-a-V-s101033
311	primary	summoner-balanced-t3-a	Marshal	D	101033	1200000	closing-conduit-balanced-a-D-s101033
312	primary	energy-heavy-t3-a	Voidwalker	V	101033	1200000	closing-spirit-heavy-a-V-s101033
313	primary	cadence-balanced-t3-c	Justicar	V	101033	1200000	closing-striker-balanced-c-V-s101033
314	primary	cooldown-heavy-t3-c	Devout Priest	D	101033	1200000	closing-squire-heavy-c-D-s101033
315	primary	dot-light-t3-a	Venomslinger	M	101033	300000	closing-apprentice-light-a-M-s101033
316	primary	reload-balanced-t3-a	Bounty hunter	T	101033	1200000	closing-slinger-balanced-a-T-s101033
317	primary	summoner-heavy-t3-a	Covenanter	M	101033	300000	closing-conduit-heavy-a-M-s101033
318	primary	energy-light-t3-b	Surge	T	101033	1200000	closing-spirit-light-b-T-s101033
319	primary	cadence-heavy-t3-c	Juggernaut	T	101033	1200000	closing-striker-heavy-c-T-s101033
320	primary	cooldown-light-t3-a	Assassin	D	101033	1200000	closing-squire-light-a-D-s101033
321	primary	dot-balanced-t3-a	Pyromancer	V	101033	1200000	closing-apprentice-balanced-a-V-s101033
322	primary	reload-heavy-t3-a	Melter	D	101033	1200000	closing-slinger-heavy-a-D-s101033
323	primary	summoner-light-t3-b	Kilnmaster	V	101033	1200000	closing-conduit-light-b-V-s101033
324	primary	energy-balanced-t3-b	Stormbringer	D	101033	1200000	closing-spirit-balanced-b-D-s101033
325	primary	cadence-light-t3-a	Shockblade	D	101033	1200000	closing-striker-light-a-D-s101033
326	primary	cooldown-balanced-t3-a	Reverb	V	101033	1200000	closing-squire-balanced-a-V-s101033
327	primary	dot-heavy-t3-a	Icebreaker	D	101033	1200000	closing-apprentice-heavy-a-D-s101033
328	primary	reload-light-t3-b	Desperado	V	101033	1200000	closing-slinger-light-b-V-s101033
329	primary	summoner-balanced-t3-b	Chorister	D	101033	1200000	closing-conduit-balanced-b-D-s101033
330	primary	energy-heavy-t3-b	Invoker	V	101033	1200000	closing-spirit-heavy-b-V-s101033
331	primary	cadence-balanced-t3-a	Maestro	M	101033	300000	closing-striker-balanced-a-M-s101033
332	primary	cooldown-heavy-t3-a	Avenger	T	101033	1200000	closing-squire-heavy-a-T-s101033
333	primary	dot-light-t3-b	Cultist	M	101033	300000	closing-apprentice-light-b-M-s101033
334	primary	reload-balanced-t3-b	Blunderbuss	T	101033	1200000	closing-slinger-balanced-b-T-s101033
335	primary	summoner-heavy-t3-b	Champion	M	101033	300000	closing-conduit-heavy-b-M-s101033
336	primary	energy-light-t3-c	Channeler	T	101033	1200000	closing-spirit-light-c-T-s101033
337	primary	cadence-heavy-t3-a	Berserker	V	101033	1200000	closing-striker-heavy-a-V-s101033
338	primary	cooldown-light-t3-b	Transcendant	D	101033	1200000	closing-squire-light-b-D-s101033
339	primary	dot-balanced-t3-b	Firebrand	V	101033	1200000	closing-apprentice-balanced-b-V-s101033
340	primary	reload-heavy-t3-b	Warmonger	D	101033	1200000	closing-slinger-heavy-b-D-s101033
341	primary	summoner-light-t3-c	Iconoclast	V	101033	1200000	closing-conduit-light-c-V-s101033
342	primary	energy-balanced-t3-c	Aetherist	D	101033	1200000	closing-spirit-balanced-c-D-s101033
343	primary	cadence-light-t3-b	Scrapper	T	101033	1200000	closing-striker-light-b-T-s101033
344	primary	cooldown-balanced-t3-b	Dynamo	M	101033	300000	closing-squire-balanced-b-M-s101033
345	primary	dot-heavy-t3-b	Winter Warden	T	101033	1200000	closing-apprentice-heavy-b-T-s101033
346	primary	reload-light-t3-c	Sniper	M	101033	300000	closing-slinger-light-c-M-s101033
347	primary	summoner-balanced-t3-c	Ritualist	T	101033	1200000	closing-conduit-balanced-c-T-s101033
348	primary	energy-heavy-t3-c	Tempest	M	101033	300000	closing-spirit-heavy-c-M-s101033
349	primary	cadence-balanced-t3-b	Wavecrest	D	101033	1200000	closing-striker-balanced-b-D-s101033
350	primary	cooldown-heavy-t3-b	Destroyer	V	101033	1200000	closing-squire-heavy-b-V-s101033
351	primary	dot-light-t3-c	Zealot	D	101033	1200000	closing-apprentice-light-c-D-s101033
352	primary	reload-balanced-t3-c	Dualslinger	V	101033	1200000	closing-slinger-balanced-c-V-s101033
353	primary	summoner-heavy-t3-c	Idolwright	D	101033	1200000	closing-conduit-heavy-c-D-s101033
354	primary	energy-light-t3-a	Stormdancer	M	101033	300000	closing-spirit-light-a-M-s101033
355	primary	cadence-heavy-t3-b	Hemomancer	M	101033	300000	closing-striker-heavy-b-M-s101033
356	primary	cooldown-light-t3-c	Sunderer	T	101033	1200000	closing-squire-light-c-T-s101033
357	primary	dot-balanced-t3-c	Cinder Lord	M	101033	300000	closing-apprentice-balanced-c-M-s101033
358	primary	reload-heavy-t3-c	Cannoneer	T	101033	1200000	closing-slinger-heavy-c-T-s101033
359	primary	summoner-light-t3-a	Inquisitor	D	101033	1200000	closing-conduit-light-a-D-s101033
360	primary	energy-balanced-t3-a	Equinox	V	101033	1200000	closing-spirit-balanced-a-V-s101033
361	primary	cadence-light-t3-c	Swiftblade	V	101033	1200000	closing-striker-light-c-V-s101033
362	primary	cooldown-balanced-t3-c	Stalwart	D	101033	1200000	closing-squire-balanced-c-D-s101033
363	primary	dot-heavy-t3-c	Wind Spirit	V	101033	1200000	closing-apprentice-heavy-c-V-s101033
364	primary	reload-light-t3-a	Duelist	T	101033	1200000	closing-slinger-light-a-T-s101033
365	primary	summoner-balanced-t3-a	Marshal	M	101033	300000	closing-conduit-balanced-a-M-s101033
366	primary	energy-heavy-t3-a	Voidwalker	T	101033	1200000	closing-spirit-heavy-a-T-s101033
367	primary	cadence-balanced-t3-c	Justicar	T	101033	1200000	closing-striker-balanced-c-T-s101033
368	primary	cooldown-heavy-t3-c	Devout Priest	M	101033	300000	closing-squire-heavy-c-M-s101033
369	primary	dot-light-t3-a	Venomslinger	V	101033	1200000	closing-apprentice-light-a-V-s101033
370	primary	reload-balanced-t3-a	Bounty hunter	D	101033	1200000	closing-slinger-balanced-a-D-s101033
371	primary	summoner-heavy-t3-a	Covenanter	V	101033	1200000	closing-conduit-heavy-a-V-s101033
372	primary	energy-light-t3-b	Surge	D	101033	1200000	closing-spirit-light-b-D-s101033
373	primary	cadence-heavy-t3-c	Juggernaut	D	101033	1200000	closing-striker-heavy-c-D-s101033
374	primary	cooldown-light-t3-a	Assassin	M	101033	300000	closing-squire-light-a-M-s101033
375	primary	dot-balanced-t3-a	Pyromancer	T	101033	1200000	closing-apprentice-balanced-a-T-s101033
376	primary	reload-heavy-t3-a	Melter	M	101033	300000	closing-slinger-heavy-a-M-s101033
377	primary	summoner-light-t3-b	Kilnmaster	T	101033	1200000	closing-conduit-light-b-T-s101033
378	primary	energy-balanced-t3-b	Stormbringer	M	101033	300000	closing-spirit-balanced-b-M-s101033
379	primary	cadence-light-t3-a	Shockblade	M	101033	300000	closing-striker-light-a-M-s101033
380	primary	cooldown-balanced-t3-a	Reverb	T	101033	1200000	closing-squire-balanced-a-T-s101033
381	primary	dot-heavy-t3-a	Icebreaker	M	101033	300000	closing-apprentice-heavy-a-M-s101033
382	primary	reload-light-t3-b	Desperado	T	101033	1200000	closing-slinger-light-b-T-s101033
383	primary	summoner-balanced-t3-b	Chorister	M	101033	300000	closing-conduit-balanced-b-M-s101033
384	primary	energy-heavy-t3-b	Invoker	T	101033	1200000	closing-spirit-heavy-b-T-s101033
385	primary	cadence-balanced-t3-a	Maestro	V	101033	1200000	closing-striker-balanced-a-V-s101033
386	primary	cooldown-heavy-t3-a	Avenger	D	101033	1200000	closing-squire-heavy-a-D-s101033
387	primary	dot-light-t3-b	Cultist	V	101033	1200000	closing-apprentice-light-b-V-s101033
388	primary	reload-balanced-t3-b	Blunderbuss	D	101033	1200000	closing-slinger-balanced-b-D-s101033
389	primary	summoner-heavy-t3-b	Champion	V	101033	1200000	closing-conduit-heavy-b-V-s101033
390	primary	energy-light-t3-c	Channeler	D	101033	1200000	closing-spirit-light-c-D-s101033
391	primary	cadence-heavy-t3-a	Berserker	T	101033	1200000	closing-striker-heavy-a-T-s101033
392	primary	cooldown-light-t3-b	Transcendant	M	101033	300000	closing-squire-light-b-M-s101033
393	primary	dot-balanced-t3-b	Firebrand	T	101033	1200000	closing-apprentice-balanced-b-T-s101033
394	primary	reload-heavy-t3-b	Warmonger	M	101033	300000	closing-slinger-heavy-b-M-s101033
395	primary	summoner-light-t3-c	Iconoclast	T	101033	1200000	closing-conduit-light-c-T-s101033
396	primary	energy-balanced-t3-c	Aetherist	M	101033	300000	closing-spirit-balanced-c-M-s101033
397	primary	cadence-light-t3-b	Scrapper	D	101033	1200000	closing-striker-light-b-D-s101033
398	primary	cooldown-balanced-t3-b	Dynamo	V	101033	1200000	closing-squire-balanced-b-V-s101033
399	primary	dot-heavy-t3-b	Winter Warden	D	101033	1200000	closing-apprentice-heavy-b-D-s101033
400	primary	reload-light-t3-c	Sniper	V	101033	1200000	closing-slinger-light-c-V-s101033
401	primary	summoner-balanced-t3-c	Ritualist	D	101033	1200000	closing-conduit-balanced-c-D-s101033
402	primary	energy-heavy-t3-c	Tempest	V	101033	1200000	closing-spirit-heavy-c-V-s101033
403	primary	cadence-balanced-t3-b	Wavecrest	M	101033	300000	closing-striker-balanced-b-M-s101033
404	primary	cooldown-heavy-t3-b	Destroyer	T	101033	1200000	closing-squire-heavy-b-T-s101033
405	primary	dot-light-t3-c	Zealot	M	101033	300000	closing-apprentice-light-c-M-s101033
406	primary	reload-balanced-t3-c	Dualslinger	T	101033	1200000	closing-slinger-balanced-c-T-s101033
407	primary	summoner-heavy-t3-c	Idolwright	M	101033	300000	closing-conduit-heavy-c-M-s101033
408	primary	energy-light-t3-a	Stormdancer	V	101033	1200000	closing-spirit-light-a-V-s101033
409	primary	cadence-heavy-t3-b	Hemomancer	V	101033	1200000	closing-striker-heavy-b-V-s101033
410	primary	cooldown-light-t3-c	Sunderer	D	101033	1200000	closing-squire-light-c-D-s101033
411	primary	dot-balanced-t3-c	Cinder Lord	V	101033	1200000	closing-apprentice-balanced-c-V-s101033
412	primary	reload-heavy-t3-c	Cannoneer	D	101033	1200000	closing-slinger-heavy-c-D-s101033
413	primary	summoner-light-t3-a	Inquisitor	M	101033	300000	closing-conduit-light-a-M-s101033
414	primary	energy-balanced-t3-a	Equinox	T	101033	1200000	closing-spirit-balanced-a-T-s101033
415	primary	cadence-light-t3-c	Swiftblade	T	101033	1200000	closing-striker-light-c-T-s101033
416	primary	cooldown-balanced-t3-c	Stalwart	M	101033	300000	closing-squire-balanced-c-M-s101033
417	primary	dot-heavy-t3-c	Wind Spirit	T	101033	1200000	closing-apprentice-heavy-c-T-s101033
418	primary	reload-light-t3-a	Duelist	D	101033	1200000	closing-slinger-light-a-D-s101033
419	primary	summoner-balanced-t3-a	Marshal	V	101033	1200000	closing-conduit-balanced-a-V-s101033
420	primary	energy-heavy-t3-a	Voidwalker	D	101033	1200000	closing-spirit-heavy-a-D-s101033
421	primary	cadence-balanced-t3-c	Justicar	D	101033	1200000	closing-striker-balanced-c-D-s101033
422	primary	cooldown-heavy-t3-c	Devout Priest	V	101033	1200000	closing-squire-heavy-c-V-s101033
423	primary	dot-light-t3-a	Venomslinger	T	101033	1200000	closing-apprentice-light-a-T-s101033
424	primary	reload-balanced-t3-a	Bounty hunter	M	101033	300000	closing-slinger-balanced-a-M-s101033
425	primary	summoner-heavy-t3-a	Covenanter	T	101033	1200000	closing-conduit-heavy-a-T-s101033
426	primary	energy-light-t3-b	Surge	M	101033	300000	closing-spirit-light-b-M-s101033
427	primary	cadence-heavy-t3-c	Juggernaut	M	101033	300000	closing-striker-heavy-c-M-s101033
428	primary	cooldown-light-t3-a	Assassin	V	101033	1200000	closing-squire-light-a-V-s101033
429	primary	dot-balanced-t3-a	Pyromancer	D	101033	1200000	closing-apprentice-balanced-a-D-s101033
430	primary	reload-heavy-t3-a	Melter	V	101033	1200000	closing-slinger-heavy-a-V-s101033
431	primary	summoner-light-t3-b	Kilnmaster	D	101033	1200000	closing-conduit-light-b-D-s101033
432	primary	energy-balanced-t3-b	Stormbringer	V	101033	1200000	closing-spirit-balanced-b-V-s101033
433	alternative	summoner-balanced-t3-c	Ritualist	T	101009	1200000	closing-conduit-balanced-c-T-s101009-alt
434	alternative	summoner-balanced-t3-c	Ritualist	M	101009	300000	closing-conduit-balanced-c-M-s101009-alt
435	alternative	summoner-balanced-t3-c	Ritualist	T	101033	1200000	closing-conduit-balanced-c-T-s101033-alt
436	alternative	summoner-balanced-t3-c	Ritualist	M	101033	300000	closing-conduit-balanced-c-M-s101033-alt
437	alternative	energy-balanced-t3-b	Stormbringer	T	101009	1200000	closing-spirit-balanced-b-T-s101009-alt
438	alternative	energy-balanced-t3-b	Stormbringer	M	101009	300000	closing-spirit-balanced-b-M-s101009-alt
439	alternative	energy-balanced-t3-b	Stormbringer	T	101033	1200000	closing-spirit-balanced-b-T-s101033-alt
440	alternative	energy-balanced-t3-b	Stormbringer	M	101033	300000	closing-spirit-balanced-b-M-s101033-alt
441	alternative	energy-light-t3-b	Surge	T	101009	1200000	closing-spirit-light-b-T-s101009-alt
442	alternative	energy-light-t3-b	Surge	M	101009	300000	closing-spirit-light-b-M-s101009-alt
443	alternative	energy-light-t3-b	Surge	T	101033	1200000	closing-spirit-light-b-T-s101033-alt
444	alternative	energy-light-t3-b	Surge	M	101033	300000	closing-spirit-light-b-M-s101033-alt
445	alternative	energy-heavy-t3-c	Tempest	T	101009	1200000	closing-spirit-heavy-c-T-s101009-alt
446	alternative	energy-heavy-t3-c	Tempest	M	101009	300000	closing-spirit-heavy-c-M-s101009-alt
447	alternative	energy-heavy-t3-c	Tempest	T	101033	1200000	closing-spirit-heavy-c-T-s101033-alt
448	alternative	energy-heavy-t3-c	Tempest	M	101033	300000	closing-spirit-heavy-c-M-s101033-alt
449	alternative	dot-heavy-t3-a	Icebreaker	T	101009	1200000	closing-apprentice-heavy-a-T-s101009-alt
450	alternative	dot-heavy-t3-a	Icebreaker	M	101009	300000	closing-apprentice-heavy-a-M-s101009-alt
451	alternative	dot-heavy-t3-a	Icebreaker	T	101033	1200000	closing-apprentice-heavy-a-T-s101033-alt
452	alternative	dot-heavy-t3-a	Icebreaker	M	101033	300000	closing-apprentice-heavy-a-M-s101033-alt
453	alternative	reload-heavy-t3-a	Melter	T	101009	1200000	closing-slinger-heavy-a-T-s101009-alt
454	alternative	reload-heavy-t3-a	Melter	M	101009	300000	closing-slinger-heavy-a-M-s101009-alt
455	alternative	reload-heavy-t3-a	Melter	T	101033	1200000	closing-slinger-heavy-a-T-s101033-alt
456	alternative	reload-heavy-t3-a	Melter	M	101033	300000	closing-slinger-heavy-a-M-s101033-alt
457	alternative	cooldown-balanced-t3-a	Reverb	T	101009	1200000	closing-squire-balanced-a-T-s101009-alt
458	alternative	cooldown-balanced-t3-a	Reverb	M	101009	300000	closing-squire-balanced-a-M-s101009-alt
459	alternative	cooldown-balanced-t3-a	Reverb	T	101033	1200000	closing-squire-balanced-a-T-s101033-alt
460	alternative	cooldown-balanced-t3-a	Reverb	M	101033	300000	closing-squire-balanced-a-M-s101033-alt
